Rating,Score
RPG性,0.6602648496627808
アクション性,0.5769380927085876
パズル性,0.5985833406448364
報酬の程度,0.0
グラフィックのリアル性,0.5525835156440735
音響効果,0.0
世界観の仮想・現実性,0.0
キャラクターの知名度,0.5826383233070374
文化の異質・同質感,0.0
操作のリアクション,0.0
遂行時間の長さ,0.0
シナリオの重要度,0.6055243611335754
参加人数の多さ,0.5433378219604492
ハードウェア普及度,0.5579265356063843
