Rating,Score
RPG性,0.6331124
アクション性,0.59417737
パズル性,0.5472476
報酬の程度,0.54366493
グラフィックのリアル性,0.5775924
音響効果,0.54863244
世界観の仮想・現実性,0.61829734
キャラクターの知名度,0.580657
文化の異質・同質感,0.5730619
操作のリアクション,0.60430986
遂行時間の長さ,0.7503238
シナリオの重要度,0.6223949
参加人数の多さ,0.5824011
ハードウェア普及度,0.6022731
