Rating,Score
RPG性,0.6629572510719299
アクション性,0.5728963613510132
パズル性,0.0
報酬の程度,0.0
グラフィックのリアル性,0.0
音響効果,0.0
世界観の仮想・現実性,0.9999999403953552
キャラクターの知名度,0.9999999403953552
文化の異質・同質感,0.5508689880371094
操作のリアクション,0.0
遂行時間の長さ,0.0
シナリオの重要度,0.0
参加人数の多さ,0.0
ハードウェア普及度,0.0
