キー情報,持続時間(s),遅延時間(s),経過時間(s) (セッション開始からの時間)
a,0.075,0.151,346.074
space,0.093,0.255,346.404
d,0.179,3.868,350.364
e,0.164,3.897,350.394
-,0.108,4.018,350.515
t,0.119,0.116,350.739
a,0.104,0.235,350.859
k,0.122,2.118,353.081
a,0.104,2.221,353.184
s,0.122,0.060,353.348
a,0.113,0.137,353.425
space,0.057,0.264,353.802
k,0.148,4.579,358.438
o,0.137,4.638,358.497
n,0.103,0.043,358.677
n,0.104,0.016,358.796
g,0.071,0.049,358.949
o,0.075,0.104,359.004
i,0.086,1.685,360.764
d,0.106,0.225,361.074
o,0.119,0.286,361.135
u,0.135,0.059,361.239
k,0.120,0.811,362.185
a,0.103,0.902,362.275
e,0.060,0.166,362.545
w,0.071,0.166,362.545
a,0.180,0.210,362.589
k,0.109,0.285,363.053
a,0.117,0.393,363.162
w,0.124,0.060,363.339
a,0.131,0.168,363.447
k,0.085,0.635,364.214
u,0.117,0.049,364.347
m,0.164,0.106,364.571
o,0.162,0.184,364.648
d,0.178,0.752,365.562
e,0.166,0.780,365.590
n,0.121,0.870,365.680
n,0.093,0.010,365.811
t,0.123,0.016,365.920
r,0.080,0.044,365.948
i,0.113,0.063,365.967
o,0.107,1.159,367.240
b,0.099,0.483,367.830
o,0.120,0.076,368.005
e,0.119,0.120,368.245
r,0.121,0.060,368.424
u,0.106,0.150,368.514
s,0.106,0.677,369.297
o,0.107,0.720,369.341
t,0.074,0.373,369.821
o,0.074,0.433,369.880
b,0.109,0.901,370.855
e,0.105,0.071,371.034
r,0.106,0.075,371.214
u,0.091,0.150,371.290
w,0.134,0.841,372.222
a,0.076,0.043,372.398
i,0.091,0.030,372.505
n,0.076,0.090,372.686
n,0.090,0.027,372.789
h,0.120,1.606,374.485
a,0.102,1.668,374.547
k,0.151,0.045,374.694
o,0.129,0.120,374.769
s,0.104,0.773,375.671
o,0.102,0.849,375.747
r,0.119,0.061,375.910
u,0.081,0.150,375.999
k,0.089,1.061,377.141
u,0.077,0.090,377.320
b,0.090,0.103,377.500
i,0.087,0.165,377.562
y,0.110,1.938,379.587
o,0.105,0.084,379.781
s,0.077,0.043,379.929
o,0.105,0.104,379.990
u,0.108,0.012,380.107
z,0.121,0.870,381.085
e,0.114,0.065,381.271
h,0.092,0.135,381.521
i,0.098,0.052,381.665
y,0.120,1.318,383.081
o,0.108,1.393,383.156
t,0.104,0.088,383.351
e,0.090,0.164,383.620
i,0.052,0.055,383.765
k,0.106,0.733,384.550
u,0.120,0.046,384.701
r,0.106,0.058,384.880
o,0.109,0.148,384.969
o,0.076,0.928,386.007
d,0.093,0.239,386.322
o,0.059,0.014,386.428
r,0.105,0.062,386.549
u,0.106,0.135,386.622
g,0.168,1.229,387.956
e,0.113,1.365,388.092
n,0.074,0.062,388.186
n,0.074,0.028,388.288
k,0.104,0.044,388.407
a,0.091,0.118,388.480
n,0.050,0.056,388.566
n,0.055,0.048,388.664
s,0.144,0.452,389.172
a,0.119,0.557,389.277
a,0.106,0.284,389.680
s,0.135,0.120,389.906
a,0.120,0.225,390.012
i,0.107,0.164,390.295
g,0.108,1.004,391.406
o,0.118,1.066,391.468
m,0.181,0.079,391.664
i,0.137,0.182,391.767
w,0.132,1.276,393.180
a,0.124,0.029,393.341
k,0.071,0.016,393.480
a,0.091,0.029,393.580
s,0.121,0.060,393.731
u,0.104,0.121,393.792
o,0.091,1.066,394.962
y,0.149,0.389,395.442
o,0.116,0.456,396.047
h,0.101,0.484,396.647
u,0.140,0.209,396.956
y,0.105,0.370,397.467
o,0.108,0.016,397.588
o,0.103,0.552,398.248
y,0.105,0.167,398.518
o,0.135,0.272,398.623
g,0.117,0.048,398.806
u,0.075,0.014,398.937
e,0.135,0.945,399.957
i,0.134,0.166,400.258
e,0.133,0.573,400.965
r,0.107,0.074,401.172
u,0.121,0.628,401.908
e,0.089,0.179,402.208
r,0.115,0.051,402.348
u,0.105,0.013,402.476
y,0.120,0.632,403.213
o,0.103,0.076,403.409
r,0.094,0.179,403.692
i,0.104,0.254,403.767
space,0.060,0.315,404.187
u,0.151,4.141,408.388
n,0.117,0.227,408.765
a,0.105,0.344,408.882
g,0.105,0.076,409.063
i,0.075,0.014,409.182
m,0.164,3.061,412.319
i,0.113,3.166,412.423
n,0.105,0.021,412.558
n,0.105,0.016,412.678
n,0.118,0.017,412.800
a,0.090,0.135,412.918
b,0.107,0.570,413.578
o,0.103,0.588,413.596
k,0.101,0.033,413.732
u,0.117,0.049,413.881
space,0.104,1.245,415.243
y,0.106,4.261,419.608
o,0.105,4.336,419.683
s,0.120,0.059,419.848
o,0.124,0.151,419.939
u,0.103,0.013,420.076
h,0.150,1.818,421.997
u,0.092,1.890,422.069
k,0.119,0.072,422.233
u,0.091,0.060,422.413
e,0.086,0.694,423.197
n,0.090,0.031,423.315
n,0.087,0.046,423.450
m,0.072,0.065,423.602
u,0.088,0.077,423.751
e,0.090,0.750,424.588
r,0.087,0.183,424.862
a,0.075,0.029,424.979
i,0.076,0.044,425.097
r,0.103,2.090,427.264
y,0.124,0.073,427.439
o,0.133,0.148,427.514
u,0.136,0.055,427.618
t,0.137,1.321,429.075
a,0.107,1.443,429.197
d,0.165,0.071,429.375
a,0.119,0.175,429.479
b,0.120,0.976,430.575
u,0.121,0.135,430.829
t,0.090,0.104,431.054
y,0.089,0.075,431.219
o,0.107,0.134,431.279
u,0.110,0.056,431.364
w,0.120,0.676,432.150
a,0.118,0.017,432.287
r,0.118,0.106,432.511
e,0.091,0.149,432.554
a,0.103,1.485,434.130
i,0.101,0.052,434.285
s,0.091,0.027,434.414
u,0.106,0.013,434.518
s,0.087,0.873,435.497
o,0.090,0.931,435.555
t,0.106,0.118,435.763
o,0.058,0.046,435.915
s,0.119,0.858,436.831
o,0.110,0.120,437.070
d,0.180,0.145,437.325
e,0.163,0.205,437.385
k,0.091,0.692,438.240
y,0.118,0.092,438.422
o,0.103,0.017,438.558
u,0.097,0.021,438.682
i,0.090,0.781,439.560
e,0.067,0.232,439.882
k,0.090,0.225,440.174
i,0.105,0.316,440.580
k,0.105,0.059,440.745
e,0.072,0.017,440.867
n,0.049,0.012,440.951
n,0.089,0.045,441.046
d,0.104,0.885,442.020
o,0.108,0.945,442.080
u,0.103,0.015,442.203
b,0.102,0.076,442.382
u,0.081,0.148,442.454
t,0.105,0.233,442.769
u,0.117,0.278,442.814
o,0.092,0.500,443.431
a,0.118,0.592,443.523
t,0.117,0.092,443.732
i,0.107,0.180,443.821
n,0.077,0.086,444.014
n,0.065,0.057,444.148
k,0.166,0.057,444.270
o,0.119,0.151,444.363
p,0.105,0.704,445.186
a,0.089,0.032,445.323
t,0.120,0.194,445.606
r,0.090,0.211,445.623
i,0.098,0.039,445.765
n,0.103,0.105,445.968
p,0.118,0.465,446.536
g,0.120,1.816,448.471
u,0.074,0.015,448.606
a,0.064,0.055,448.735
i,0.075,0.031,448.830
t,0.119,0.690,449.595
a,0.107,0.017,449.730
t,0.103,0.014,449.852
u,0.102,0.075,449.913
t,0.106,1.516,451.530
u,0.120,1.605,451.620
f,0.107,0.057,451.798
g,0.122,0.057,451.798
i,0.105,0.133,451.874
t,0.150,0.316,452.296
u,0.149,0.437,452.416
g,0.073,0.050,452.616
i,0.089,0.105,452.670
i,0.105,0.706,453.466
l,0.078,0.104,453.675
o,0.089,1.093,454.846
i,0.073,0.828,455.763
p,0.175,0.110,455.946
a,0.057,0.017,456.138
n,0.080,0.055,456.250
n,0.103,0.018,456.348
a,0.075,1.171,457.621
i,0.071,0.062,457.759
t,0.151,0.649,458.478
e,0.136,0.707,458.536
g,0.102,1.082,459.754
i,0.102,0.017,459.873
r,0.106,0.059,460.033
i,0.091,0.165,460.140
t,0.089,1.141,461.372
y,0.105,0.240,461.701
o,0.116,0.288,461.749
m,0.194,0.106,461.970
i,0.133,0.182,462.046
p,0.129,0.602,462.781
u,0.090,0.050,462.960
r,0.093,0.074,463.124
t,0.107,0.074,463.124
i,0.121,0.136,463.186
o,0.060,0.167,463.217
p,0.093,0.629,463.937
u,0.090,0.145,464.175
r,0.105,0.106,464.371
o,0.100,0.166,464.431
s,0.074,0.786,465.317
z,0.077,0.150,465.541
e,0.089,0.314,465.931
n,0.075,0.360,466.380
i,0.135,0.212,466.667
k,0.121,0.328,467.130
a,0.075,0.449,467.251
z,0.150,0.119,467.445
e,0.120,0.224,467.550
i,0.108,3.001,470.672
n,0.103,0.283,471.063
o,0.087,0.049,471.214
t,0.075,0.030,471.331
i,0.075,0.105,471.406
y,0.120,1.877,473.357
a,0.108,0.060,473.537
n,0.056,0.015,473.660
e,0.104,0.047,473.763
o,0.133,0.512,474.379
r,0.151,0.074,474.586
e,0.108,0.135,474.647
r,0.097,0.049,474.804
u,0.105,0.117,474.872
y,0.106,0.798,475.775
o,0.101,0.904,475.880
r,0.105,0.091,476.072
u,0.075,0.378,476.555
d,0.180,0.658,477.287
e,0.154,0.704,477.333
d,0.167,0.475,477.962
a,0.135,0.565,478.053
s,0.106,0.058,478.247
u,0.121,0.119,478.308
e,0.121,0.629,479.058
n,0.074,0.016,479.196
n,0.091,0.026,479.296
m,0.083,0.075,479.462
",",0.060,0.075,479.462
u,0.120,0.051,479.597
h,0.155,0.824,480.541
a,0.120,0.884,480.602
t,0.119,0.166,480.888
o,0.107,0.259,480.980
g,0.106,0.640,481.727
o,0.102,0.702,481.790
g,0.105,0.016,481.907
o,0.095,0.078,481.970
h,0.178,1.315,483.380
u,0.090,0.059,483.617
b,0.121,0.539,484.246
e,0.103,0.078,484.445
r,0.105,0.059,484.607
u,0.107,0.135,484.683
m,0.109,0.898,485.688
a,0.056,0.016,485.812
o,0.100,0.095,485.962
a,0.090,0.706,486.768
s,0.107,0.088,486.946
i,0.091,0.164,487.022
e,0.122,0.495,487.608
i,0.127,0.051,487.781
g,0.060,0.496,488.403
o,0.075,0.015,488.478
h,0.122,1.155,489.708
o,0.120,0.133,489.963
g,0.070,0.167,489.996
m,0.180,0.269,490.352
i,0.101,0.364,490.446
o,0.117,0.364,490.446
o,0.120,0.225,490.788
g,0.090,0.240,491.148
o,0.094,0.014,491.252
m,0.195,0.057,491.403
i,0.125,0.178,491.523
space,0.079,0.084,491.732
o,0.075,2.411,494.222
s,0.118,0.182,494.479
e,0.135,0.241,494.539
j,0.150,0.074,494.748
i,0.119,0.156,494.829
g,0.122,1.616,496.563
u,0.058,0.015,496.700
a,0.092,0.062,496.821
i,0.072,0.015,496.928
g,0.076,1.124,498.124
o,0.102,0.016,498.216
t,0.072,0.048,498.366
a,0.105,0.903,499.341
u,0.121,0.403,499.849
t,0.092,0.477,499.923
a,0.109,0.373,500.387
t,0.121,0.072,500.568
u,0.083,0.021,500.711
s,0.097,0.038,500.831
a,0.120,0.600,501.528
t,0.120,0.241,501.889
u,0.106,0.057,502.067
s,0.118,0.123,502.296
a,0.120,0.196,502.368
w,0.135,0.810,503.298
a,0.106,0.016,503.448
k,0.108,0.105,503.538
u,0.123,0.059,503.705
r,0.133,0.536,504.365
i,0.091,0.030,504.528
o,0.060,0.180,504.799
p,0.071,0.078,504.937
s,0.089,1.156,506.164
y,0.105,0.105,506.358
u,0.054,0.052,506.515
u,0.089,0.046,506.615
y,0.136,0.899,507.603
a,0.076,0.089,507.829
p,0.060,0.448,508.353
p,0.068,0.052,508.466
a,0.101,0.048,508.582
r,0.089,0.031,508.714
i,0.091,0.120,508.803
h,0.166,0.735,509.629
u,0.117,0.016,509.811
r,0.088,0.318,510.246
u,0.104,0.015,510.349
e,0.135,0.242,510.695
r,0.119,0.150,510.979
u,0.103,0.239,511.069
t,0.136,0.631,511.804
y,0.136,0.689,512.629
a,0.103,0.078,512.843
n,0.109,0.053,512.999
e,0.120,0.062,513.170
g,0.133,0.646,513.935
o,0.104,0.734,514.023
r,0.150,0.197,514.324
u,0.113,0.022,514.497
h,0.178,0.511,515.120
u,0.119,0.587,515.196
a,0.075,0.750,516.065
g,0.121,0.134,516.274
a,0.122,0.195,516.335
r,0.117,0.105,516.562
u,0.120,0.193,516.650
b,0.105,0.780,517.550
u,0.108,0.042,517.697
t,0.120,0.258,518.063
a,0.104,0.060,518.242
g,0.121,0.901,519.246
e,0.117,1.022,519.367
n,0.107,0.057,519.425
n,0.103,0.015,519.546
d,0.180,0.135,519.785
a,0.135,0.239,519.889
i,0.063,0.011,520.035
d,0.150,1.352,521.450
o,0.130,1.431,521.529
u,0.128,0.050,521.651
s,0.250,0.053,521.832
e,0.164,0.196,521.975
j,0.183,0.840,522.979
i,0.105,0.930,523.069
m,0.115,0.095,523.270
u,0.134,0.060,523.445
h,0.211,0.510,524.089
u,0.060,0.121,524.420
n,0.123,0.210,524.690
e,0.102,0.016,524.828
y,0.093,0.855,525.785
t,0.061,0.872,525.802
y,0.100,0.061,525.939
o,0.104,0.061,526.100
s,0.120,0.061,526.265
a,0.134,0.125,526.329
n,0.062,0.012,526.474
n,0.118,0.045,526.581
n,0.122,0.542,527.241
e,0.101,0.664,527.363
r,0.136,0.075,527.539
u,0.121,0.151,527.615
e,0.090,0.780,528.516
i,0.118,0.047,528.652
g,0.133,0.242,529.012
a,0.104,0.360,529.130
g,0.136,0.827,530.060
u,0.109,0.073,530.270
a,0.074,0.133,530.511
i,0.106,0.074,530.660
m,0.149,1.035,531.801
e,0.118,1.156,531.921
s,0.120,0.106,532.145
u,0.104,0.210,532.250
d,0.121,1.112,533.466
o,0.093,1.188,533.541
r,0.135,0.070,533.704
e,0.133,0.130,533.764
m,0.165,0.574,534.471
a,0.089,0.047,534.682
o,0.165,0.825,535.596
d,0.181,0.870,536.632
e,0.147,0.919,536.680
s,0.113,0.038,536.865
u,0.117,0.088,536.915
d,0.182,0.438,537.470
e,0.138,0.498,537.530
s,0.104,0.044,537.712
u,0.092,0.118,537.786
d,0.242,0.403,538.282
e,0.176,0.451,538.330
m,0.119,0.643,539.167
a,0.118,0.046,539.332
a,0.091,0.029,539.479
k,0.075,0.091,539.661
e,0.102,0.062,539.798
m,0.075,0.241,540.141
a,0.104,0.016,540.232
k,0.057,0.047,540.383
e,0.102,0.063,540.503
space,0.074,0.391,540.996
w,0.149,2.671,543.741
a,0.120,2.821,543.890
r,0.133,0.090,544.100
a,0.078,0.223,544.233
u,0.111,0.045,544.356
n,0.136,1.510,545.977
u,0.139,0.028,546.140
r,0.089,0.028,546.306
u,0.082,0.086,546.365
i,0.150,0.098,546.545
k,0.123,0.361,547.057
i,0.120,0.055,547.235
z,0.120,0.031,547.386
u,0.105,0.123,547.479
g,0.095,0.883,548.466
h,0.074,0.883,548.467
u,0.119,0.310,548.872
z,0.092,0.495,549.486
a,0.105,0.087,549.666
k,0.135,0.151,549.922
e,0.089,0.286,550.057
r,0.124,0.059,550.205
u,0.130,0.105,550.250
i,0.105,0.862,551.242
n,0.120,0.090,551.436
a,0.092,0.210,551.556
k,0.105,0.074,551.631
a,0.087,0.018,551.754
p,0.085,0.455,552.296
a,0.135,0.030,552.410
d,0.079,0.122,552.667
d,0.125,0.025,552.771
o,0.104,0.116,552.862
e,0.106,1.141,554.107
n,0.193,0.016,554.230
m,0.086,0.063,554.485
u,0.090,0.075,554.646
w,0.119,0.916,555.652
a,0.090,0.060,555.831
k,0.117,0.124,555.895
u,0.120,0.073,556.086
j,0.203,0.511,556.716
k,0.221,0.511,556.716
i,0.107,0.585,556.791
o,0.143,0.602,556.808
j,0.223,0.429,557.379
i,0.152,0.516,557.467
k,0.089,0.075,557.693
e,0.090,0.059,557.841
n,0.060,0.120,557.902
n,0.106,0.044,558.006
t,0.116,0.634,558.746
i,0.099,0.705,558.817
h,0.136,0.065,558.981
a,0.134,0.141,559.057
i,0.078,0.012,559.203
b,0.120,0.571,559.852
a,0.103,0.061,560.033
k,0.059,0.015,560.151
a,0.091,0.030,560.240
o,0.090,0.586,560.917
o,0.091,0.032,561.038
s,0.060,0.074,561.202
i,0.120,0.029,561.291
o,0.090,0.285,561.696
o,0.062,0.059,561.846
i,0.117,0.121,562.029
s,0.108,0.074,562.221
i,0.100,0.016,562.345
s,0.105,0.437,562.883
o,0.100,0.108,563.096
o,0.069,0.053,563.249
i,0.119,0.211,563.529
s,0.122,0.104,563.752
o,0.119,0.210,563.858
g,0.100,0.620,564.597
i,0.089,0.690,564.667
k,0.102,1.040,565.797
a,0.076,1.142,565.898
t,0.103,0.105,566.079
u,0.104,0.178,566.152
j,0.183,0.858,567.113
a,0.091,0.058,567.354
m,0.120,0.132,567.578
u,0.091,0.089,567.787
b,0.104,0.526,568.403
o,0.125,0.585,568.462
k,0.106,0.053,568.641
u,0.129,0.053,568.800
k,0.121,1.484,570.412
u,0.120,0.060,570.593
r,0.124,0.075,570.788
o,0.118,0.165,570.878
d,0.161,0.650,571.646
a,0.092,0.031,571.839
e,0.162,0.165,572.096
r,0.102,0.165,572.096
k,0.086,0.455,572.713
a,0.091,0.031,572.829
d,0.181,0.102,573.023
a,0.123,0.221,573.142
s,0.163,0.118,573.384
d,0.210,0.468,574.014
a,0.163,0.586,574.133
e,0.177,0.226,574.522
r,0.124,0.226,574.522
d,0.181,0.573,575.272
a,0.134,0.754,575.453
r,0.120,0.105,575.692
e,0.114,0.166,575.753
space,0.076,0.065,575.932
i,0.122,3.315,579.323
o,0.135,0.178,579.623
d,0.120,0.361,580.119
o,0.106,0.435,580.193
r,0.120,0.179,580.478
u,0.096,0.254,580.553
m,0.164,1.705,582.354
o,0.180,1.764,582.413
u,0.120,0.239,582.833
d,0.241,0.135,583.088
u,0.131,0.052,583.381
m,0.166,0.584,584.097
o,0.149,0.671,584.183
u,0.099,0.051,584.383
s,0.072,0.048,584.531
u,0.089,0.105,584.587
n,0.090,0.406,585.083
e,0.104,0.496,585.173
n,0.107,0.512,585.789
a,0.087,0.618,585.895
r,0.124,0.106,586.088
u,0.102,0.214,586.197
s,0.108,0.406,586.704
u,0.076,0.496,586.794
i,0.091,0.058,586.929
k,0.108,0.059,587.078
a,0.067,0.021,587.206
t,0.124,1.366,588.639
y,0.139,1.366,588.639
a,0.091,0.070,588.848
m,0.119,0.045,588.985
u,0.121,0.074,589.178
h,0.103,1.171,590.470
y,0.089,0.061,590.634
o,0.106,0.105,590.678
u,0.118,0.059,590.782
y,0.120,0.827,591.727
u,0.092,0.947,591.847
m,0.122,0.133,592.072
e,0.106,0.044,592.238
g,0.092,0.735,593.078
o,0.118,0.796,593.140
k,0.120,0.075,593.333
a,0.059,0.016,593.469
i,0.082,0.052,593.580
d,0.180,0.887,594.549
e,0.167,0.934,594.596
n,0.080,1.037,594.700
n,0.081,0.038,594.818
s,0.089,0.040,594.939
i,0.120,0.069,594.968
t,0.167,0.858,595.946
a,0.120,0.976,596.064
b,0.126,0.119,596.303
i,0.101,0.228,596.412
d,0.198,0.916,597.430
e,0.150,0.990,597.504
s,0.119,0.032,597.685
r,0.122,0.210,598.014
u,0.123,0.285,598.089
d,0.208,0.284,598.496
e,0.147,0.434,598.646
s,0.111,0.075,598.868
u,0.102,0.153,598.946
d,0.194,0.347,599.395
e,0.136,0.420,599.469
r,0.119,0.105,599.710
u,0.112,0.166,599.770
e,0.135,1.282,601.164
a,0.073,0.497,601.796
m,0.123,0.120,601.989
e,0.081,0.053,602.165
0,0.073,0.015,602.261
r,0.092,0.721,603.054
u,0.088,0.797,603.130
k,0.105,1.366,604.585
u,0.092,0.074,604.763
v,0.122,0.118,604.974
i,0.105,0.223,605.079
m,0.117,0.379,605.563
k,0.120,0.089,605.769
u,0.105,0.061,605.950
b,0.122,0.060,606.115
i,0.104,0.164,606.219
y,0.120,1.997,608.320
a,0.090,0.074,608.514
k,0.090,0.135,608.574
n,0.074,0.089,608.754
n,0.090,0.061,608.889
y,0.107,0.376,609.355
a,0.075,0.088,609.550
k,0.075,0.014,609.639
a,0.076,0.060,609.774
n,0.075,0.119,609.834
n,0.091,0.045,609.954
t,0.116,2.102,612.148
o,0.119,2.174,612.220
u,0.108,0.015,612.354
h,0.121,0.223,612.685
u,0.118,0.017,612.823
a,0.122,0.734,613.674
i,0.089,0.015,613.811
d,0.163,0.049,613.949
e,0.139,0.090,613.990
a,0.079,0.221,614.350
s,0.118,0.584,615.012
a,0.152,0.642,615.071
k,0.096,0.062,615.192
e,0.112,0.065,615.288
j,0.150,0.830,616.230
i,0.104,0.902,616.301
m,0.195,0.241,616.646
e,0.088,0.436,616.841
j,0.196,0.105,617.034
i,0.076,0.212,617.141
m,0.115,0.035,617.265
e,0.093,0.149,617.380
o,0.103,0.524,617.996
y,0.091,0.317,618.417
o,0.090,0.397,618.496
g,0.119,0.115,618.701
u,0.104,0.206,618.792
h,0.134,1.051,619.946
u,0.090,0.016,620.096
k,0.090,0.105,620.291
u,0.091,0.090,620.471
k,0.091,1.018,621.580
m,0.120,0.211,621.881
u,0.103,0.076,622.077
k,0.105,0.347,622.526
a,0.085,0.049,622.681
s,0.135,0.090,622.856
i,0.106,0.180,622.946
u,0.123,0.853,623.905
t,0.105,0.102,624.131
y,0.104,0.059,624.296
u,0.090,0.134,624.371
u,0.088,0.047,624.508
i,0.120,1.606,626.202
t,0.106,0.152,626.474
u,0.075,0.242,626.563
m,0.132,0.090,626.728
o,0.134,0.162,626.801
y,0.104,0.962,627.896
o,0.104,1.020,627.955
m,0.076,0.181,628.240
u,0.089,0.135,628.450
g,0.118,0.873,629.413
a,0.125,0.916,629.456
s,0.081,0.101,629.681
u,0.074,0.165,629.746
a,0.062,0.898,630.717
p,0.093,0.116,630.896
p,0.093,0.023,631.012
u,0.103,0.064,631.168
j,0.116,0.558,631.830
i,0.134,0.615,631.887
g,0.135,0.527,632.547
a,0.109,0.602,632.622
i,0.090,0.014,632.697
k,0.109,0.704,633.490
a,0.119,0.796,633.582
m,0.181,0.057,633.656
i,0.134,0.076,633.777
y,0.119,0.856,634.768
a,0.105,0.075,634.961
s,0.147,0.107,635.174
e,0.120,0.196,635.262
r,0.118,0.046,635.428
u,0.089,0.134,635.516
u,0.136,1.292,636.897
r,0.090,0.149,637.182
i,0.120,0.224,637.257
b,0.108,0.054,637.432
a,0.090,0.016,637.556
d,0.179,1.006,638.653
a,0.137,1.100,638.746
s,0.133,0.041,638.924
u,0.092,0.146,639.030
i,0.055,0.174,639.057
k,0.090,0.674,639.796
a,0.086,0.763,639.885
m,0.047,0.015,639.987
n,0.074,0.015,639.987
k,0.106,0.495,640.556
a,0.092,0.028,640.691
b,0.134,0.149,640.932
a,0.104,0.239,641.022
n,0.090,0.137,641.263
n,0.103,0.016,641.369
space,0.073,0.122,641.594
t,0.091,3.255,644.922
o,0.115,3.287,644.953
k,0.117,0.010,645.078
u,0.081,0.051,645.246
e,0.106,0.030,645.357
o,0.094,0.690,646.152
t,0.056,0.450,646.696
o,0.075,0.046,646.798
k,0.100,0.065,646.937
e,0.104,0.165,647.038
i,0.063,0.013,647.155
k,0.123,2.354,649.572
y,0.107,0.055,649.751
a,0.089,0.075,649.932
k,0.107,0.121,649.978
u,0.137,0.027,650.112
w,0.134,0.538,650.787
a,0.117,0.049,650.969
t,0.149,0.126,651.211
a,0.103,0.274,651.360
s,0.110,0.089,651.552
u,0.106,0.148,651.611
h,0.134,1.113,652.830
a,0.120,1.186,652.903
k,0.181,0.030,653.054
o,0.151,0.104,653.128
w,0.103,0.450,653.729
a,0.135,0.031,653.863
r,0.165,0.104,654.101
e,0.150,0.164,654.162
w,0.164,0.225,654.537
a,0.139,0.371,654.683
r,0.130,0.064,654.886
e,0.150,0.120,654.941
y,0.119,0.873,655.964
u,0.104,0.992,656.083
k,0.118,0.048,656.235
a,0.092,0.135,656.322
h,0.117,0.649,657.063
u,0.121,0.057,657.237
j,0.120,0.074,657.432
t,0.165,0.525,658.077
i,0.068,0.021,658.262
k,0.076,0.091,658.422
a,0.106,0.120,658.617
g,0.118,0.723,659.446
a,0.115,0.779,659.503
s,0.107,0.065,659.682
u,0.088,0.129,659.746
o,0.096,0.733,660.568
o,0.076,0.054,660.718
i,0.107,0.478,661.272
o,0.073,0.600,661.980
o,0.076,0.045,662.097
k,0.106,0.060,662.233
i,0.106,0.059,662.398
i,0.091,0.404,662.907
b,0.101,0.815,663.813
u,0.117,0.017,663.931
r,0.135,0.105,664.153
a,0.148,0.181,664.230
b,0.126,0.074,664.451
u,0.100,0.184,664.561
r,0.145,0.051,664.712
a,0.119,0.167,664.829
h,0.106,0.465,665.413
u,0.078,0.016,665.534
r,0.099,0.167,665.779
u,0.045,0.015,665.893
u,0.118,0.047,665.985
h,0.045,0.615,666.719
u,0.116,0.273,667.037
t,0.104,0.046,667.198
u,0.074,0.047,667.349
u,0.109,0.059,667.482
r,0.119,0.658,668.249
o,0.120,0.777,668.368
-,0.084,0.742,669.230
p,0.109,0.675,669.988
o,0.060,0.706,670.020
u,0.104,0.132,670.229
r,0.075,1.095,671.428
o,0.075,0.044,671.548
-,0.106,0.106,671.729
p,0.121,0.088,671.923
u,0.085,0.035,672.079
u,0.103,1.083,673.246
s,0.120,0.149,673.498
a,0.151,0.229,673.846
g,0.105,0.101,674.098
i,0.073,0.062,674.266
k,0.092,0.917,675.255
i,0.108,0.068,675.415
z,0.116,0.023,675.547
u,0.125,0.052,675.715
n,0.105,0.825,676.665
e,0.093,0.930,676.769
g,0.095,0.238,677.101
i,0.085,0.301,677.163
h,0.132,0.982,678.231
a,0.124,1.066,678.314
i,0.087,0.551,678.989
u,0.063,0.552,678.990
h,0.116,0.953,680.029
a,0.130,0.993,680.069
i,0.088,0.009,680.208
r,0.107,0.060,680.355
i,0.101,0.015,680.478
g,0.120,0.662,681.241
a,0.117,0.768,681.346
h,0.110,0.090,681.553
i,0.109,0.057,681.720
a,0.118,0.101,681.764
i,0.090,0.348,682.230
h,0.135,0.437,682.319
a,0.138,0.058,682.378
i,0.111,0.037,682.553
r,0.105,0.136,682.800
u,0.090,0.015,682.920
j,0.179,0.675,683.685
i,0.119,0.764,683.774
k,0.151,0.047,683.940
o,0.136,0.121,684.014
u,0.126,1.771,685.920
t,0.107,0.293,686.339
a,0.104,0.353,686.399
u,0.096,0.012,686.515
w,0.122,0.779,687.390
a,0.120,0.869,687.480
i,0.092,0.012,687.612
n,0.077,0.103,687.807
n,0.077,0.045,687.929
m,0.117,2.373,690.379
e,0.105,2.474,690.480
i,0.108,0.012,690.597
b,0.106,0.135,690.840
o,0.059,0.015,690.960
o,0.074,0.827,691.846
r,0.120,0.839,692.760
t,0.060,0.990,693.870
o,0.120,0.030,693.960
t,0.090,0.105,694.184
i,0.104,0.194,694.274
r,0.107,0.076,694.454
u,0.103,0.138,694.516
i,0.090,0.887,695.505
k,0.092,0.058,695.653
s,0.090,0.210,695.955
i,0.111,0.089,696.134
s,0.113,0.054,696.300
i,0.076,0.144,696.390
k,0.074,0.045,696.512
i,0.089,0.046,696.631
y,0.159,0.688,697.409
a,0.112,0.847,697.567
p,0.094,0.240,697.919
p,0.064,0.051,698.064
a,0.115,0.052,698.181
r,0.098,0.052,698.347
i,0.103,0.106,698.402
n,0.122,2.386,700.890
a,0.075,0.178,701.190
t,0.105,0.103,701.369
u,0.061,0.014,701.488
r,0.123,1.891,703.440
o,0.088,1.981,703.530
k,0.129,0.037,703.655
u,0.091,0.046,703.830
o,0.104,0.089,704.010
n,0.076,0.061,704.175
n,0.088,0.016,704.266
n,0.061,0.044,704.398
w,0.135,0.468,704.927
a,0.095,0.052,705.114
k,0.105,0.118,705.180
a,0.074,0.045,705.330
r,0.151,0.045,705.449
e,0.137,0.106,705.510
r,0.120,0.014,705.661
u,0.104,0.089,705.736
s,0.074,1.426,707.266
y,0.088,0.122,707.461
u,0.090,0.031,707.580
g,0.136,0.090,707.760
u,0.091,0.196,707.866
s,0.120,0.599,708.556
y,0.104,0.105,708.781
u,0.105,0.180,708.856
