key_info,duration,delay,elapsed_time,推定感情
d,0.081,0.176,405.624,設定状況の魅力
u,0.088,0.031,405.735,設定状況の魅力
t,0.077,0.855,406.678,設定状況の魅力
o,0.121,0.031,406.786,設定状況の魅力
u,0.093,0.1,406.854,設定状況の魅力
d,0.085,0.045,406.993,設定状況の魅力
u,0.059,0.028,407.106,設定状況の魅力
r,0.119,1.329,408.494,設定状況の魅力
o,0.089,0.064,408.676,設定状況の魅力
k,0.153,0.125,408.89,設定状況の魅力
u,0.114,0.252,409.017,設定状況の魅力
u,0.106,0.7,409.832,設定状況の魅力
s,0.098,0.503,410.44,設定状況の魅力
u,0.11,0.035,410.572,設定状況の魅力
k,0.084,0.096,410.779,設定状況の魅力
i,0.066,0.159,411.022,設定状況の魅力
u,0.076,0.434,411.522,設定状況の魅力
s,0.087,0.049,411.647,設定状況の魅力
i,0.071,0.032,411.766,設定状況の魅力
u,0.122,0.528,412.365,設定状況の魅力
s,0.121,0.18,412.667,設定状況の魅力
u,0.107,0.225,413.013,設定状況の魅力
i,0.091,0.118,413.239,設定状況の魅力
n,0.102,1.019,414.349,設定状況の魅力
e,0.128,0.081,414.531,設定状況の魅力
n,0.116,0.216,414.876,設定状況の魅力
d,0.119,0.301,415.293,設定状況の魅力
o,0.099,0.031,415.443,設定状況の魅力
y,0.148,0.782,416.323,設定状況の魅力
o,0.167,0.049,416.52,設定状況の魅力
r,0.081,0.204,416.891,設定状況の魅力
u,0.123,0.267,416.954,設定状況の魅力
k,0.098,0.672,417.748,設定状況の魅力
a,0.105,0.049,417.895,設定状況の魅力
m,0.153,0.061,418.062,設定状況の魅力
i,0.133,0.159,418.159,設定状況の魅力
y,0.142,0.64,418.932,設定状況の魅力
k,0.162,0.687,419.761,設定状況の魅力
u,0.111,0.814,419.888,設定状況の魅力
r,0.123,0.122,420.121,設定状況の魅力
o,0.102,0.21,420.209,設定状況の魅力
i,0.064,0.568,420.879,設定状況の魅力
g,0.077,0.178,421.121,設定状況の魅力
a,0.104,0.032,421.229,設定状況の魅力
i,0.067,0.033,421.367,設定状況の魅力
h,0.094,0.672,422.106,設定状況の魅力
y,0.165,0.161,422.362,設定状況の魅力
o,0.188,0.3,422.5,設定状況の魅力
u,0.116,0.116,422.643,設定状況の魅力
b,0.141,0.762,423.521,設定状況の魅力
i,0.118,0.851,423.61,設定状況の魅力
a,0.124,0.275,424.003,設定状況の魅力
u,0.159,1.011,425.138,設定状況の魅力
t,0.109,0.136,425.434,設定状況の魅力
a,0.111,0.334,425.877,設定状況の魅力
u,0.109,0.17,426.157,設定状況の魅力
d,0.113,0.971,427.237,設定状況の魅力
o,0.171,1.03,427.295,設定状況の魅力
u,0.106,0.025,427.492,設定状況の魅力
r,0.13,0.032,427.498,設定状況の魅力
a,0.085,0.809,428.437,設定状況の魅力
c,0.113,0.476,428.999,設定状況の魅力
a,0.102,0.077,429.189,設定状況の魅力
t,0.084,1.349,430.64,設定状況の魅力
a,0.095,0.091,430.815,設定状況の魅力
k,0.177,0.063,430.972,設定状況の魅力
u,0.141,0.154,431.063,設定状況の魅力
d,0.116,0.563,431.766,設定状況の魅力
o,0.081,0.031,431.914,設定状況の魅力
r,0.116,0.093,432.088,設定状況の魅力
u,0.13,0.2,432.195,設定状況の魅力
m,0.062,0.878,433.203,設定状況の魅力
a,0.098,0.027,433.292,設定状況の魅力
k,0.158,0.055,433.446,設定状況の魅力
u,0.122,0.156,433.547,設定状況の魅力
t,0.089,1.37,435.039,設定状況の魅力
a,0.094,0.092,435.221,設定状況の魅力
o,0.201,0.072,435.386,設定状況の魅力
u,0.097,0.217,435.531,設定状況の魅力
t,0.09,0.588,436.217,設定状況の魅力
a,0.099,0.098,436.404,設定状況の魅力
o,0.113,0.128,436.631,設定状況の魅力
u,0.078,0.031,436.775,設定状況の魅力
s,0.107,0.054,436.799,設定状況の魅力
t,0.124,0.52,437.425,設定状況の魅力
a,0.085,0.071,437.62,設定状況の魅力
o,0.074,0.124,437.83,設定状況の魅力
s,0.117,0.05,437.953,設定状況の魅力
u,0.072,0.029,438.099,設定状況の魅力
j,0.088,0.532,438.703,設定状況の魅力
i,0.153,0.209,439.0,設定状況の魅力
o,0.089,0.43,439.583,設定状況の魅力
u,0.119,0.162,439.833,設定状況の魅力
o,0.069,0.637,440.59,設定状況の魅力
t,0.07,0.045,440.704,設定状況の魅力
t,0.064,0.072,440.847,設定状況の魅力
o,0.076,0.133,441.044,設定状況の魅力
n,0.076,1.333,442.453,設定状況の魅力
a,0.096,1.403,442.523,設定状況の魅力
s,0.087,0.37,442.99,設定状況の魅力
a,0.106,0.031,443.108,設定状況の魅力
r,0.095,0.224,443.438,設定状況の魅力
u,0.09,0.055,443.588,設定状況の魅力
n,0.096,0.692,444.37,設定状況の魅力
r,0.113,0.47,444.937,設定状況の魅力
u,0.079,0.027,445.076,設定状況の魅力
n,0.081,0.4,445.555,設定状況の魅力
u,0.081,0.13,445.767,設定状況の魅力
r,0.102,0.043,445.891,設定状況の魅力
u,0.05,0.034,446.027,設定状況の魅力
r,0.113,1.083,447.16,設定状況の魅力
i,0.074,0.03,447.302,設定状況の魅力
k,0.091,0.177,447.554,設定状況の魅力
a,0.1,0.025,447.67,設定状況の魅力
a,0.102,0.29,448.06,設定状況の魅力
i,0.083,0.058,448.22,設定状況の魅力
d,0.114,0.33,448.633,設定状況の魅力
e,0.107,0.1,448.847,設定状況の魅力
a,0.106,0.093,449.047,設定状況の魅力
m,0.087,0.451,449.603,設定状況の魅力
a,0.071,0.031,449.721,設定状況の魅力
d,0.129,0.086,449.878,設定状況の魅力
o,0.108,0.203,449.995,設定状況の魅力
n,0.096,0.417,450.519,設定状況の魅力
e,0.085,0.03,450.646,設定状況の魅力
i,0.064,0.399,451.13,設定状況の魅力
h,0.109,0.676,451.87,設定状況の魅力
a,0.096,0.03,452.009,設定状況の魅力
k,0.206,0.209,452.314,設定状況の魅力
o,0.114,0.371,452.476,設定状況の魅力
t,0.084,0.747,453.336,設定状況の魅力
u,0.126,0.192,453.612,設定状況の魅力
t,0.105,0.343,454.081,設定状況の魅力
y,0.146,0.044,454.23,設定状況の魅力
o,0.214,0.161,454.347,設定状況の魅力
u,0.113,0.147,454.523,設定状況の魅力
p,0.116,1.44,456.076,設定状況の魅力
o,0.089,1.512,456.148,設定状況の魅力
s,0.105,0.18,456.416,設定状況の魅力
u,0.073,0.27,456.506,設定状況の魅力
t,0.082,0.087,456.666,設定状況の魅力
o,0.079,0.021,456.769,設定状況の魅力
n,0.061,1.116,457.963,設定状況の魅力
e,0.083,1.177,458.025,設定状況の魅力
r,0.047,0.15,458.258,設定状況の魅力
u,0.111,0.03,458.336,設定状況の魅力
i,0.083,1.173,459.619,設定状況の魅力
y,0.111,0.215,459.917,設定状況の魅力
o,0.151,0.031,460.059,設定状況の魅力
i,0.099,0.193,460.404,設定状況の魅力
y,0.13,0.041,460.543,設定状況の魅力
o,0.185,0.03,460.703,設定状況の魅力
z,0.074,0.826,461.713,設定状況の魅力
e,0.088,0.333,462.121,設定状況の魅力
n,0.149,0.129,462.337,設定状況の魅力
i,0.121,0.232,462.44,設定状況の魅力
h,0.106,0.519,463.08,設定状況の魅力
a,0.089,0.032,463.219,設定状況の魅力
y,0.103,0.375,463.683,設定状況の魅力
a,0.099,0.058,463.844,設定状況の魅力
h,0.07,0.64,464.583,設定状況の魅力
a,0.083,0.023,464.676,設定状況の魅力
t,0.065,0.042,464.801,設定状況の魅力
a,0.102,0.041,464.907,設定状況の魅力
a,0.072,0.119,465.127,設定状況の魅力
i,0.079,0.125,465.324,設定状況の魅力
g,0.093,1.105,466.508,設定状況の魅力
o,0.087,0.031,466.632,設定状況の魅力
m,0.125,0.142,466.861,設定状況の魅力
i,0.149,0.201,466.92,設定状況の魅力
n,0.084,0.555,467.623,設定状況の魅力
a,0.077,0.627,467.695,設定状況の魅力
m,0.084,0.067,467.839,設定状況の魅力
a,0.095,0.122,467.895,設定状況の魅力
e,0.101,0.13,468.121,設定状況の魅力
s,0.08,0.417,468.639,設定状況の魅力
i,0.092,0.097,468.816,設定状況の魅力
k,0.084,0.186,469.094,設定状況の魅力
y,0.084,0.091,469.27,設定状況の魅力
o,0.154,0.058,469.412,設定状況の魅力
u,0.127,0.181,469.534,設定状況の魅力
h,0.09,1.17,470.831,設定状況の魅力
a,0.087,0.037,470.957,設定状況の魅力
y,0.064,0.319,471.364,設定状況の魅力
t,0.017,0.331,471.376,設定状況の魅力
space,0.083,0.182,471.61,設定状況の魅力
p,0.067,5.303,476.996,設定状況の魅力
e,0.116,0.042,477.105,設定状況の魅力
-,0.072,0.093,477.314,設定状況の魅力
s,0.087,0.272,477.658,設定状況の魅力
u,0.085,0.061,477.806,設定状況の魅力
m,0.078,4.578,482.468,設定状況の魅力
a,0.062,0.03,482.577,設定状況の魅力
n,0.078,0.029,482.668,設定状況の魅力
a,0.08,0.027,482.773,設定状況の魅力
-,0.065,0.5,483.353,設定状況の魅力
h,0.064,2.125,485.543,設定状況の魅力
a,0.085,0.028,485.635,設定状況の魅力
t,0.072,0.168,485.888,設定状況の魅力
t,0.094,0.074,486.034,設定状況の魅力
a,0.095,0.073,486.201,設定状況の魅力
r,0.116,0.622,486.918,設定状況の魅力
y,0.101,0.03,487.064,設定状況の魅力
o,0.164,0.122,487.157,設定状況の魅力
u,0.099,0.098,487.263,設定状況の魅力
d,0.113,0.544,487.907,設定状況の魅力
o,0.087,0.029,488.048,設定状況の魅力
r,0.127,0.286,488.42,設定状況の魅力
e,0.13,0.357,488.491,設定状況の魅力
p,0.093,0.614,489.236,設定状況の魅力
r,0.067,0.408,489.736,設定状況の魅力
o,0.08,0.03,489.833,設定状況の魅力
f,0.134,1.311,491.225,設定状況の魅力
e,0.175,0.03,491.389,設定状況の魅力
r,0.107,0.183,491.746,設定状況の魅力
e,0.151,0.037,491.89,設定状況の魅力
t,0.056,0.062,492.103,設定状況の魅力
t,0.078,0.075,492.235,設定状況の魅力
o,0.093,0.049,492.362,設定状況の魅力
p,0.116,0.638,493.092,設定状況の魅力
u,0.125,0.072,493.28,設定状況の魅力
r,0.113,0.283,493.688,設定状況の魅力
t,0.087,0.918,494.719,設定状況の魅力
o,0.09,0.029,494.835,設定状況の魅力
k,0.087,0.119,495.044,設定状況の魅力
i,0.091,0.087,495.219,設定状況の魅力
t,0.081,3.594,498.904,設定状況の魅力
a,0.089,0.099,499.084,設定状況の魅力
o,0.203,0.144,499.317,設定状況の魅力
u,0.137,0.03,499.551,設定状況の魅力
t,0.095,0.607,500.294,設定状況の魅力
a,0.099,0.064,500.453,設定状況の魅力
o,0.133,0.072,500.624,設定状況の魅力
u,0.096,0.03,500.787,設定状況の魅力
s,0.087,0.032,500.915,設定状況の魅力
t,0.109,0.409,501.411,設定状況の魅力
a,0.108,0.099,501.619,設定状況の魅力
o,0.116,0.116,501.843,設定状況の魅力
s,0.081,0.063,502.022,設定状況の魅力
u,0.12,0.076,502.035,設定状況の魅力
f,0.118,1.996,504.151,設定状況の魅力
u,0.093,0.03,504.298,設定状況の魅力
a,0.064,0.049,504.44,設定状況の魅力
a,0.08,0.094,504.598,設定状況の魅力
n,0.069,0.058,504.736,設定状況の魅力
n,0.089,0.066,504.87,設定状況の魅力
f,0.094,0.294,505.253,設定状況の魅力
u,0.133,0.164,505.512,設定状況の魅力
a,0.085,0.168,505.813,設定状況の魅力
n,0.076,0.062,505.96,設定状況の魅力
n,0.09,0.06,506.096,設定状況の魅力
w,0.118,0.487,506.673,設定状況の魅力
a,0.13,0.606,506.791,設定状況の魅力
k,0.183,0.09,506.881,設定状況の魅力
u,0.123,0.08,507.001,設定状況の魅力
t,0.075,0.359,507.484,設定状況の魅力
u,0.091,0.035,507.594,設定状況の魅力
m,0.177,0.178,507.863,設定状況の魅力
i,0.141,0.266,507.951,設定状況の魅力
k,0.161,0.77,508.862,設定状況の魅力
o,0.128,0.877,508.968,設定状況の魅力
i,0.111,0.212,509.308,設定状況の魅力
n,0.173,0.378,509.797,設定状況の魅力
u,0.139,0.494,509.912,設定状況の魅力
d,0.121,0.921,510.973,設定状況の魅力
a,0.119,0.183,511.277,設定状況の魅力
r,0.125,0.239,511.635,設定状況の魅力
e,0.131,0.34,511.736,設定状況の魅力
m,0.19,0.591,512.458,設定状況の魅力
i,0.109,0.71,512.577,設定状況の魅力
m,0.121,0.348,513.034,設定状況の魅力
e,0.124,0.03,513.186,設定状況の魅力
i,0.116,0.115,513.425,設定状況の魅力
s,0.095,0.336,513.877,設定状況の魅力
i,0.084,0.429,513.969,設定状況の魅力
t,0.107,0.692,514.746,設定状況の魅力
i,0.113,0.069,514.921,設定状況の魅力
t,0.098,0.603,515.637,設定状況の魅力
i,0.109,0.125,515.861,設定状況の魅力
g,0.075,0.348,516.318,設定状況の魅力
o,0.104,0.03,516.423,設定状況の魅力
d,0.139,0.842,517.368,設定状況の魅力
o,0.114,0.04,517.548,設定状況の魅力
r,0.127,0.764,518.426,設定状況の魅力
u,0.114,0.03,518.583,設定状況の魅力
e,0.116,1.405,520.102,設定状況の魅力
g,0.055,0.689,520.907,設定状況の魅力
e,0.088,0.039,521.002,設定状況の魅力
n,0.098,0.031,521.12,設定状況の魅力
t,0.09,0.187,521.405,設定状況の魅力
u,0.083,0.055,521.551,設定状況の魅力
i,0.053,0.063,521.558,設定状況の魅力
o,0.186,1.008,522.642,設定状況の魅力
i,0.16,1.107,522.741,設定状況の魅力
p,0.131,0.628,523.528,設定状況の魅力
o,0.119,0.708,523.609,設定状況の魅力
t,0.084,0.131,523.858,設定状況の魅力
i,0.091,0.031,523.973,設定状況の魅力
o,0.064,0.732,524.797,設定状況の魅力
p,0.109,0.599,525.46,設定状況の魅力
o,0.096,0.679,525.54,設定状況の魅力
i,0.079,0.147,525.783,設定状況の魅力
n,0.046,0.109,525.971,設定状況の魅力
t,0.085,0.065,526.083,設定状況の魅力
i,0.099,0.22,526.388,設定状況の魅力
o,0.189,1.211,527.698,設定状況の魅力
p,0.107,1.211,527.698,設定状況の魅力
o,0.171,1.319,529.206,設定状況の魅力
i,0.093,0.347,529.724,設定状況の魅力
b,0.116,0.518,530.335,設定状況の魅力
t,0.08,0.154,530.605,設定状況の魅力
p,0.128,0.842,531.528,設定状況の魅力
o,0.136,0.9,531.586,設定状況の魅力
i,0.127,0.217,531.939,設定状況の魅力
n,0.094,0.031,532.097,設定状況の魅力
t,0.089,0.061,532.253,設定状況の魅力
o,0.149,1.175,533.517,設定状況の魅力
b,0.102,1.353,535.02,設定状況の魅力
a,0.099,0.046,535.167,設定状況の魅力
r,0.107,0.14,535.261,設定状況の魅力
a,0.098,0.029,535.397,設定状況の魅力
t,0.105,3.023,538.518,設定状況の魅力
o,0.163,0.083,538.706,設定状況の魅力
b,0.182,0.391,539.26,設定状況の魅力
i,0.238,0.486,539.355,設定状況の魅力
p,0.051,0.608,540.201,設定状況の魅力
u,0.102,0.266,540.518,設定状況の魅力
r,0.083,0.064,540.684,設定状況の魅力
o,0.106,0.031,540.799,設定状況の魅力
t,0.098,1.015,541.92,設定状況の魅力
o,0.09,0.076,542.095,設定状況の魅力
k,0.084,0.283,542.467,設定状況の魅力
i,0.079,0.116,542.667,設定状況の魅力
k,0.202,0.82,543.566,設定状況の魅力
u,0.069,0.994,543.74,設定状況の魅力
k,0.219,0.25,544.058,設定状況の魅力
o,0.05,0.443,544.251,設定状況の魅力
k,0.211,0.6,544.901,設定状況の魅力
u,0.138,0.718,545.019,設定状況の魅力
m,0.116,0.377,545.534,設定状況の魅力
i,0.128,0.443,545.6,設定状況の魅力
n,0.056,0.066,545.794,設定状況の魅力
n,0.068,0.068,545.918,設定状況の魅力
i,0.107,0.649,546.635,設定状況の魅力
b,0.102,0.173,546.915,設定状況の魅力
a,0.09,0.267,547.009,設定状況の魅力
r,0.127,0.051,547.15,設定状況の魅力
u,0.123,0.168,547.267,設定状況の魅力
y,0.128,1.41,548.801,設定状況の魅力
u,0.115,1.483,548.874,設定状況の魅力
u,0.093,1.24,550.229,設定状況の魅力
b,0.132,0.197,550.519,設定状況の魅力
i,0.102,0.277,550.599,設定状況の魅力
n,0.066,0.086,550.787,設定状況の魅力
n,0.081,0.067,550.92,設定状況の魅力
j,0.125,0.563,551.565,設定状況の魅力
i,0.122,0.633,551.635,設定状況の魅力
d,0.12,0.189,551.947,設定状況の魅力
a,0.075,0.023,552.09,設定状況の魅力
i,0.09,0.089,552.156,設定状況の魅力
b,0.13,0.614,552.861,設定状況の魅力
i,0.119,0.695,552.942,設定状況の魅力
z,0.102,0.072,553.132,設定状況の魅力
a,0.113,0.028,553.263,設定状況の魅力
t,0.121,1.02,554.396,設定状況の魅力
e,0.114,0.165,554.683,設定状況の魅力
w,0.078,0.166,554.684,設定状況の魅力
i,0.087,0.087,554.885,設定状況の魅力
u,0.11,1.004,555.976,設定状況の魅力
e,0.107,0.059,556.144,設定状況の魅力
r,0.1,0.032,556.284,設定状況の魅力
u,0.087,0.044,556.428,設定状況の魅力
t,0.084,1.172,557.687,設定状況の魅力
i,0.093,1.037,558.808,設定状況の魅力
s,0.079,0.121,559.022,設定状況の魅力
i,0.078,0.04,559.141,設定状況の魅力
k,0.081,0.199,559.418,設定状況の魅力
i,0.086,0.1,559.598,設定状況の魅力
k,0.083,0.567,560.251,設定状況の魅力
a,0.079,0.031,560.365,設定状況の魅力
j,0.139,0.11,560.554,設定状況の魅力
i,0.113,0.214,560.658,設定状況の魅力
k,0.089,0.846,561.617,設定状況の魅力
i,0.084,0.128,561.834,設定状況の魅力
n,0.15,0.932,562.85,設定状況の魅力
b,0.074,0.945,562.863,設定状況の魅力
u,0.128,0.974,562.891,設定状況の魅力
k,0.082,0.681,563.7,設定状況の魅力
i,0.068,0.095,563.878,設定状況の魅力
n,0.119,0.092,564.037,設定状況の魅力
i,0.096,0.179,564.124,設定状況の魅力
space,0.084,1.086,565.306,設定状況の魅力
k,0.079,4.677,570.067,設定状況の魅力
a,0.094,4.727,570.117,設定状況の魅力
t,0.09,0.057,570.268,設定状況の魅力
u,0.078,0.113,570.323,設定状況の魅力
k,0.091,5.347,575.748,設定状況の魅力
a,0.212,5.433,575.834,設定状況の魅力
z,0.115,0.144,575.984,設定状況の魅力
e,0.111,0.086,576.184,設定状況の魅力
t,0.1,0.787,577.083,設定状況の魅力
u,0.101,0.065,577.248,設定状況の魅力
u,0.125,0.459,577.809,設定状況の魅力
s,0.107,0.108,578.042,設定状況の魅力
i,0.075,0.209,578.142,設定状況の魅力
n,0.073,0.099,578.316,設定状況の魅力
n,0.097,0.064,578.453,設定状況の魅力
space,0.083,0.067,578.617,設定状況の魅力
a,0.1,2.366,581.066,設定状況の魅力
n,0.069,0.031,581.197,設定状況の魅力
p,0.075,1.676,582.943,設定状況の魅力
a,0.117,0.066,583.084,設定状況の魅力
n,0.097,0.165,583.366,設定状況の魅力
d,0.086,0.454,583.916,設定状況の魅力
a,0.094,0.031,584.033,設定状況の魅力
r,0.127,2.039,586.166,設定状況の魅力
i,0.142,0.031,586.324,設定状況の魅力
r,0.102,0.44,586.906,設定状況の魅力
u,0.121,0.341,587.35,設定状況の魅力
s,0.082,0.035,587.506,設定状況の魅力
u,0.077,0.023,587.611,設定状況の魅力
g,0.089,0.644,588.332,設定状況の魅力
o,0.081,0.721,588.409,設定状況の魅力
m,0.099,0.194,588.684,設定状況の魅力
u,0.09,0.11,588.893,設定状況の魅力
r,0.098,0.779,589.763,設定状況の魅力
i,0.058,0.026,589.886,設定状況の魅力
k,0.078,0.113,590.057,設定状況の魅力
a,0.1,0.172,590.116,設定状況の魅力
i,0.082,0.035,590.251,設定状況の魅力
u,0.08,0.704,591.036,設定状況の魅力
s,0.081,0.279,591.396,設定状況の魅力
u,0.078,0.031,591.508,設定状況の魅力
i,0.085,0.113,591.699,設定状況の魅力
r,0.094,0.607,592.391,設定状況の魅力
o,0.066,0.697,592.481,設定状況の魅力
k,0.15,0.122,592.669,設定状況の魅力
u,0.13,0.229,592.776,設定状況の魅力
n,0.119,0.429,593.335,設定状況の魅力
i,0.09,0.518,593.424,設定状況の魅力
j,0.11,0.069,593.583,設定状況の魅力
i,0.119,0.139,593.653,設定状況の魅力
s,0.087,0.574,594.345,設定状況の魅力
y,0.112,0.03,594.463,設定状況の魅力
u,0.08,0.078,594.652,設定状況の魅力
u,0.077,0.073,594.806,設定状況の魅力
s,0.116,0.506,595.388,設定状況の魅力
u,0.098,0.613,595.495,設定状況の魅力
r,0.087,0.105,595.698,設定状況の魅力
i,0.073,0.025,595.81,設定状況の魅力
n,0.068,0.867,596.75,設定状況の魅力
a,0.052,0.03,596.848,設定状況の魅力
k,0.076,0.025,596.925,設定状況の魅力
a,0.081,0.1,597.001,設定状況の魅力
o,0.066,0.886,597.968,設定状況の魅力
o,0.077,0.416,598.45,設定状況の魅力
a,0.086,0.339,598.866,設定状況の魅力
m,0.077,0.023,598.975,設定状況の魅力
e,0.113,0.057,599.109,設定状況の魅力
k,0.194,0.616,599.838,設定状況の魅力
u,0.102,0.764,599.986,設定状況の魅力
b,0.148,0.306,600.394,設定状況の魅力
i,0.115,0.411,600.499,設定状況の魅力
u,0.082,0.661,601.275,設定状況の魅力
a,0.096,0.256,601.613,設定状況の魅力
g,0.035,0.04,601.748,設定状況の魅力
h,0.058,0.043,601.752,設定状況の魅力
i,0.073,0.139,601.949,設定状況の魅力
j,0.084,0.728,602.75,設定状況の魅力
a,0.102,0.025,602.858,設定状況の魅力
m,0.09,0.107,603.066,設定状況の魅力
u,0.083,0.293,603.449,設定状況の魅力
f,0.08,1.223,604.755,設定状況の魅力
u,0.062,0.041,604.877,設定状況の魅力
m,0.078,0.134,605.074,設定状況の魅力
u,0.069,0.139,605.291,設定状況の魅力
f,0.081,0.808,606.168,設定状況の魅力
u,0.07,0.038,606.287,設定状況の魅力
n,0.087,0.144,606.5,設定状況の魅力
e,0.105,0.225,606.582,設定状況の魅力
n,0.081,0.616,607.303,設定状況の魅力
e,0.041,0.032,607.415,設定状況の魅力
a,0.125,0.086,607.543,設定状況の魅力
n,0.088,0.342,608.01,設定状況の魅力
a,0.084,0.033,608.131,設定状況の魅力
r,0.116,0.102,608.316,設定状況の魅力
u,0.104,0.206,608.421,設定状況の魅力
o,0.089,1.42,609.944,設定状況の魅力
u,0.114,0.202,610.235,設定状況の魅力
e,0.105,0.468,610.817,設定状況の魅力
n,0.1,0.03,610.953,設定状況の魅力
n,0.093,0.072,611.125,設定状況の魅力
t,0.102,0.932,612.149,設定状況の魅力
a,0.09,0.087,612.339,設定状況の魅力
b,0.171,0.321,612.749,設定状況の魅力
d,0.076,0.202,613.123,設定状況の魅力
t,0.089,0.278,613.477,設定状況の魅力
a,0.116,0.151,613.716,設定状況の魅力
d,0.101,0.081,613.914,設定状況の魅力
a,0.093,0.031,614.046,設定状況の魅力
n,0.093,0.81,614.949,設定状況の魅力
e,0.139,0.903,615.042,設定状況の魅力
s,0.093,0.463,615.645,設定状況の魅力
t,0.121,2.548,618.286,設定状況の魅力
a,0.117,0.06,618.467,設定状況の魅力
t,0.125,0.235,618.819,設定状況の魅力
u,0.139,0.393,619.337,設定状況の魅力
a,0.174,1.04,620.515,設定状況の魅力
t,0.15,0.06,620.749,設定状況の魅力
u,0.12,0.209,620.899,設定状況の魅力
d,0.115,0.574,621.593,設定状況の魅力
o,0.133,0.04,621.748,設定状況の魅力
u,0.123,0.244,622.126,設定状況の魅力
r,0.094,0.1,622.349,設定状況の魅力
o,0.112,0.202,622.645,設定状況の魅力
s,0.096,0.712,623.469,設定状況の魅力
a,0.116,0.074,623.639,設定状況の魅力
i,0.122,0.139,623.894,設定状況の魅力
s,0.13,0.525,624.54,設定状況の魅力
i,0.099,0.156,624.826,設定状況の魅力
s,0.061,0.094,625.02,設定状況の魅力
a,0.142,0.155,625.081,設定状況の魅力
i,0.082,0.028,625.251,設定状況の魅力
s,0.077,0.332,625.664,設定状況の魅力
a,0.123,0.068,625.809,設定状況の魅力
i,0.098,0.162,625.903,設定状況の魅力
s,0.084,0.272,626.274,設定状況の魅力
i,0.057,0.026,626.384,設定状況の魅力
a,0.183,0.124,626.566,設定状況の魅力
i,0.084,0.093,626.842,設定状況の魅力
m,0.107,0.958,627.884,設定状況の魅力
a,0.092,0.031,628.022,設定状況の魅力
k,0.183,0.071,628.185,設定状況の魅力
u,0.133,0.183,628.298,設定状況の魅力
n,0.076,0.784,629.215,設定状況の魅力
e,0.126,0.048,629.339,設定状況の魅力
k,0.183,0.05,629.515,設定状況の魅力
o,0.12,0.159,629.624,設定状況の魅力
f,0.116,0.295,630.038,設定状況の魅力
u,0.113,0.399,630.143,設定状況の魅力
t,0.109,0.276,630.531,設定状況の魅力
a,0.099,0.046,630.687,設定状況の魅力
t,0.093,0.671,631.457,設定状況の魅力
a,0.076,0.062,631.612,設定状況の魅力
m,0.07,0.028,631.717,設定状況の魅力
e,0.105,0.029,631.816,設定状況の魅力
k,0.09,0.894,632.815,設定状況の魅力
i,0.08,0.096,633.001,設定状況の魅力
p,0.087,0.15,633.232,設定状況の魅力
p,0.092,0.07,633.389,設定状況の魅力
u,0.103,0.108,633.589,設定状況の魅力
j,0.133,0.762,634.455,設定状況の魅力
i,0.112,0.835,634.528,設定状況の魅力
n,0.059,0.092,634.731,設定状況の魅力
n,0.1,0.074,634.864,設定状況の魅力
s,0.081,0.06,635.025,設定状況の魅力
e,0.119,0.091,635.197,設定状況の魅力
i,0.128,0.159,635.476,設定状況の魅力
space,0.085,0.982,636.585,設定状況の魅力
b,0.125,4.744,641.414,設定状況の魅力
o,0.128,0.031,641.57,設定状況の魅力
t,0.05,0.583,642.281,設定状況の魅力
t,0.098,0.078,642.409,設定状況の魅力
a,0.084,0.075,642.581,設定状況の魅力
n,0.056,0.028,642.693,設定状況の魅力
v,0.09,0.608,643.357,設定状況の魅力
o,0.133,0.03,643.477,設定状況の魅力
t,0.075,0.037,643.647,設定状況の魅力
b,0.093,0.676,644.398,設定状況の魅力
o,0.064,0.347,644.837,設定状況の魅力
t,0.073,0.098,645.0,設定状況の魅力
a,0.081,0.793,645.865,設定状況の魅力
n,0.067,0.139,646.086,設定状況の魅力
n,0.076,0.08,646.232,設定状況の魅力
u,0.092,2.079,648.388,設定状況の魅力
d,0.093,0.19,648.671,設定状況の魅力
o,0.048,0.031,648.795,設定状況の魅力
n,0.065,0.196,649.038,設定状況の魅力
n,0.084,0.08,649.183,設定状況の魅力
k,0.142,1.006,650.273,設定状況の魅力
a,0.122,1.115,650.382,設定状況の魅力
m,0.107,0.045,650.55,設定状況の魅力
e,0.08,0.071,650.728,設定状況の魅力
i,0.078,0.147,650.955,設定状況の魅力
z,0.09,1.847,652.881,設定状況の魅力
u,0.126,0.034,653.005,設定状況の魅力
r,0.1,0.083,653.214,設定状況の魅力
t,0.06,0.09,653.22,設定状況の魅力
z,0.123,0.577,653.891,設定状況の魅力
u,0.104,0.034,654.048,設定状況の魅力
r,0.101,0.255,654.407,設定状況の魅力
u,0.094,0.031,654.539,設定状況の魅力
i,0.094,0.104,654.737,設定状況の魅力
k,0.186,2.659,657.49,設定状況の魅力
u,0.131,2.771,657.602,設定状況の魅力
r,0.108,0.114,657.846,設定状況の魅力
o,0.102,0.201,657.933,設定状況の魅力
n,0.13,0.923,658.958,設定状況の魅力
i,0.131,0.987,659.022,設定状況の魅力
d,0.1,0.134,659.287,設定状況の魅力
o,0.164,0.069,659.456,設定状況の魅力
u,0.149,0.045,659.665,設定状況の魅力
m,0.168,0.566,660.38,設定状況の魅力
i,0.133,0.65,660.464,設定状況の魅力
m,0.189,1.078,661.675,設定状況の魅力
i,0.109,1.188,661.785,設定状況の魅力
m,0.168,0.293,662.187,設定状況の魅力
