key_info,duration,delay,elapsed_time,推定感情
s,0.147,1.22,494.762,設定状況の魅力
a,0.14,0.102,495.011,設定状況の魅力
m,0.093,0.717,495.868,設定状況の魅力
a,0.124,0.791,495.942,設定状況の魅力
s,0.118,0.205,496.271,設定状況の魅力
u,0.081,0.303,496.369,設定状況の魅力
t,0.126,1.572,498.021,設定状況の魅力
y,0.091,0.03,498.178,設定状況の魅力
o,0.087,0.161,498.43,設定状況の魅力
u,0.065,0.104,498.621,設定状況の魅力
u,0.093,1.606,500.291,設定状況の魅力
s,0.118,0.125,500.509,設定状況の魅力
o,0.071,0.232,500.616,設定状況の魅力
t,0.111,1.056,501.744,設定状況の魅力
u,0.074,0.53,502.384,設定状況の魅力
k,0.079,0.177,502.636,設定状況の魅力
i,0.069,0.078,502.792,設定状況の魅力
k,0.085,1.071,503.933,設定状況の魅力
a,0.148,1.132,503.994,設定状況の魅力
t,0.078,0.084,504.225,設定状況の魅力
i,0.079,0.034,504.338,設定状況の魅力
right,0.133,32.276,536.692,設定状況の魅力
