キー情報,持続時間(s),遅延時間(s),経過時間(s) (セッション開始からの時間)
i,0.113,0.214,560.658
k,0.089,0.846,561.617
i,0.084,0.128,561.834
n,0.150,0.932,562.850
b,0.074,0.945,562.863
u,0.128,0.974,562.891
k,0.082,0.681,563.700
i,0.068,0.095,563.878
n,0.119,0.092,564.037
i,0.096,0.179,564.124
space,0.084,1.086,565.306
k,0.079,4.677,570.067
a,0.094,4.727,570.117
t,0.090,0.057,570.268
u,0.078,0.113,570.323
k,0.091,5.347,575.748
a,0.212,5.433,575.834
z,0.115,0.144,575.984
e,0.111,0.086,576.184
t,0.100,0.787,577.083
u,0.101,0.065,577.248
u,0.125,0.459,577.809
s,0.107,0.108,578.042
i,0.075,0.209,578.142
n,0.073,0.099,578.316
n,0.097,0.064,578.453
space,0.083,0.067,578.617
a,0.100,2.366,581.066
n,0.069,0.031,581.197
p,0.075,1.676,582.943
a,0.117,0.066,583.084
n,0.097,0.165,583.366
d,0.086,0.454,583.916
a,0.094,0.031,584.033
r,0.127,2.039,586.166
i,0.142,0.031,586.324
r,0.102,0.440,586.906
u,0.121,0.341,587.350
s,0.082,0.035,587.506
u,0.077,0.023,587.611
g,0.089,0.644,588.332
o,0.081,0.721,588.409
m,0.099,0.194,588.684
u,0.090,0.110,588.893
r,0.098,0.779,589.763
i,0.058,0.026,589.886
k,0.078,0.113,590.057
a,0.100,0.172,590.116
i,0.082,0.035,590.251
u,0.080,0.704,591.036
s,0.081,0.279,591.396
u,0.078,0.031,591.508
i,0.085,0.113,591.699
r,0.094,0.607,592.391
o,0.066,0.697,592.481
k,0.150,0.122,592.669
u,0.130,0.229,592.776
n,0.119,0.429,593.335
i,0.090,0.518,593.424
j,0.110,0.069,593.583
i,0.119,0.139,593.653
s,0.087,0.574,594.345
y,0.112,0.030,594.463
u,0.080,0.078,594.652
u,0.077,0.073,594.806
s,0.116,0.506,595.388
u,0.098,0.613,595.495
r,0.087,0.105,595.698
i,0.073,0.025,595.810
n,0.068,0.867,596.750
a,0.052,0.030,596.848
k,0.076,0.025,596.925
a,0.081,0.100,597.001
o,0.066,0.886,597.968
o,0.077,0.416,598.450
a,0.086,0.339,598.866
m,0.077,0.023,598.975
e,0.113,0.057,599.109
k,0.194,0.616,599.838
u,0.102,0.764,599.986
b,0.148,0.306,600.394
i,0.115,0.411,600.499
u,0.082,0.661,601.275
a,0.096,0.256,601.613
g,0.035,0.040,601.748
h,0.058,0.043,601.752
i,0.073,0.139,601.949
j,0.084,0.728,602.750
a,0.102,0.025,602.858
m,0.090,0.107,603.066
u,0.083,0.293,603.449
f,0.080,1.223,604.755
u,0.062,0.041,604.877
m,0.078,0.134,605.074
u,0.069,0.139,605.291
f,0.081,0.808,606.168
u,0.070,0.038,606.287
n,0.087,0.144,606.500
e,0.105,0.225,606.582
n,0.081,0.616,607.303
e,0.041,0.032,607.415
a,0.125,0.086,607.543
n,0.088,0.342,608.010
a,0.084,0.033,608.131
r,0.116,0.102,608.316
u,0.104,0.206,608.421
o,0.089,1.420,609.944
u,0.114,0.202,610.235
e,0.105,0.468,610.817
n,0.100,0.030,610.953
n,0.093,0.072,611.125
t,0.102,0.932,612.149
a,0.090,0.087,612.339
b,0.171,0.321,612.749
d,0.076,0.202,613.123
t,0.089,0.278,613.477
a,0.116,0.151,613.716
d,0.101,0.081,613.914
a,0.093,0.031,614.046
n,0.093,0.810,614.949
e,0.139,0.903,615.042
s,0.093,0.463,615.645
t,0.121,2.548,618.286
a,0.117,0.060,618.467
t,0.125,0.235,618.819
u,0.139,0.393,619.337
a,0.174,1.040,620.515
t,0.150,0.060,620.749
u,0.120,0.209,620.899
d,0.115,0.574,621.593
o,0.133,0.040,621.748
u,0.123,0.244,622.126
r,0.094,0.100,622.349
o,0.112,0.202,622.645
s,0.096,0.712,623.469
a,0.116,0.074,623.639
i,0.122,0.139,623.894
s,0.130,0.525,624.540
i,0.099,0.156,624.826
s,0.061,0.094,625.020
a,0.142,0.155,625.081
i,0.082,0.028,625.251
s,0.077,0.332,625.664
a,0.123,0.068,625.809
i,0.098,0.162,625.903
s,0.084,0.272,626.274
i,0.057,0.026,626.384
a,0.183,0.124,626.566
i,0.084,0.093,626.842
m,0.107,0.958,627.884
a,0.092,0.031,628.022
k,0.183,0.071,628.185
u,0.133,0.183,628.298
n,0.076,0.784,629.215
e,0.126,0.048,629.339
k,0.183,0.050,629.515
o,0.120,0.159,629.624
f,0.116,0.295,630.038
u,0.113,0.399,630.143
t,0.109,0.276,630.531
a,0.099,0.046,630.687
t,0.093,0.671,631.457
a,0.076,0.062,631.612
m,0.070,0.028,631.717
e,0.105,0.029,631.816
k,0.090,0.894,632.815
i,0.080,0.096,633.001
p,0.087,0.150,633.232
p,0.092,0.070,633.389
u,0.103,0.108,633.589
j,0.133,0.762,634.455
i,0.112,0.835,634.528
n,0.059,0.092,634.731
n,0.100,0.074,634.864
s,0.081,0.060,635.025
e,0.119,0.091,635.197
i,0.128,0.159,635.476
space,0.085,0.982,636.585
b,0.125,4.744,641.414
o,0.128,0.031,641.570
t,0.050,0.583,642.281
t,0.098,0.078,642.409
a,0.084,0.075,642.581
n,0.056,0.028,642.693
v,0.090,0.608,643.357
o,0.133,0.030,643.477
t,0.075,0.037,643.647
b,0.093,0.676,644.398
o,0.064,0.347,644.837
t,0.073,0.098,645.000
a,0.081,0.793,645.865
n,0.067,0.139,646.086
n,0.076,0.080,646.232
u,0.092,2.079,648.388
d,0.093,0.190,648.671
o,0.048,0.031,648.795
n,0.065,0.196,649.038
n,0.084,0.080,649.183
k,0.142,1.006,650.273
a,0.122,1.115,650.382
m,0.107,0.045,650.550
e,0.080,0.071,650.728
i,0.078,0.147,650.955
z,0.090,1.847,652.881
u,0.126,0.034,653.005
r,0.100,0.083,653.214
t,0.060,0.090,653.220
z,0.123,0.577,653.891
u,0.104,0.034,654.048
r,0.101,0.255,654.407
u,0.094,0.031,654.539
i,0.094,0.104,654.737
k,0.186,2.659,657.490
u,0.131,2.771,657.602
r,0.108,0.114,657.846
o,0.102,0.201,657.933
n,0.130,0.923,658.958
i,0.131,0.987,659.022
d,0.100,0.134,659.287
o,0.164,0.069,659.456
u,0.149,0.045,659.665
m,0.168,0.566,660.380
i,0.133,0.650,660.464
m,0.189,1.078,661.675
i,0.109,1.188,661.785
m,0.168,0.293,662.187
o,0.128,0.395,662.289
g,0.073,0.781,663.198
o,0.088,0.030,663.301
m,0.170,0.056,663.445
i,0.116,0.175,663.563
b,0.111,0.923,664.602
a,0.078,0.030,664.744
g,0.092,0.533,665.355
g,0.083,0.132,665.579
u,0.150,0.078,665.740
s,0.072,0.826,666.716
e,0.120,0.099,666.887
k,0.095,0.057,667.065
s,0.075,0.379,667.538
e,0.087,0.107,667.721
i,0.079,0.188,667.802
k,0.093,0.099,667.981
a,0.113,0.169,668.051
g,0.082,0.460,668.624
o,0.057,0.031,668.736
g,0.087,0.022,668.814
o,0.063,0.021,668.922
s,0.093,0.785,669.771
y,0.162,0.112,669.976
u,0.091,0.234,670.097
u,0.076,0.086,670.274
z,0.138,0.926,671.276
u,0.088,0.067,671.481
t,0.067,0.112,671.681
t,0.082,0.069,671.816
o,0.065,0.051,671.949
t,0.088,0.729,672.743
a,0.083,0.099,672.930
k,0.179,0.062,673.075
u,0.125,0.155,673.168
t,0.078,0.238,673.531
a,0.103,0.121,673.730
a,0.125,0.550,674.383
t,0.130,0.055,674.563
u,0.144,0.110,674.618
g,0.076,0.802,675.564
u,0.142,0.358,675.998
a,0.099,0.319,676.459
i,0.105,0.039,676.597
r,0.147,1.002,677.705
y,0.165,0.151,678.002
u,0.109,0.238,678.089
u,0.105,0.056,678.254
g,0.109,0.277,678.637
a,0.096,0.027,678.773
k,0.181,0.043,678.912
u,0.131,0.153,679.022
g,0.091,1.016,680.168
y,0.129,0.029,680.289
o,0.177,0.132,680.391
u,0.118,0.087,680.504
a,0.142,0.652,681.274
t,0.107,0.029,681.445
k,0.236,0.130,681.682
u,0.146,0.191,681.743
a,0.144,0.312,682.230
t,0.142,0.408,682.326
right,0.138,12.625,695.092
