game_title,C1:ファンタジー型_適合率(%),C2:映画型_適合率(%),C3:現実活動型_適合率(%),C4:キャラクター型_適合率(%),C5:シミュレーション型_適合率(%)
Game: minecraft_scores_japanese.csv,19.37,20.68,20.1,19.48,20.37
