game_title,C1:ファンタジー型_適合率(%),C2:映画型_適合率(%),C3:現実活動型_適合率(%),C4:キャラクター型_適合率(%),C5:シミュレーション型_適合率(%)
Game: apexreview_scores_japanese.csv,22.37,20.94,17.77,18.42,20.51
