game_title,C1:ファンタジー型_適合率(%),C2:映画型_適合率(%),C3:現実活動型_適合率(%),C4:キャラクター型_適合率(%),C5:シミュレーション型_適合率(%)
Game: supura_scores_japanese.csv,20.35,21.63,19.31,18.35,20.36
