Rating,Score
RPG性,0.6544213
アクション性,0.6015816
パズル性,0.53121394
報酬の程度,0.53246
グラフィックのリアル性,0.5632649
音響効果,0.54941064
世界観の仮想・現実性,0.6136215
キャラクターの知名度,0.6258353
文化の異質・同質感,0.62179035
操作のリアクション,0.613882
遂行時間の長さ,0.76407474
シナリオの重要度,0.6048288
参加人数の多さ,0.57460576
ハードウェア普及度,0.59016633
