Rating,Score
RPG性,0.63920194
アクション性,0.59276164
パズル性,0.5551696
報酬の程度,0.50262475
グラフィックのリアル性,0.57378745
音響効果,0.5475339
世界観の仮想・現実性,0.5759819
キャラクターの知名度,0.6667029
文化の異質・同質感,0.59349036
操作のリアクション,0.62943906
遂行時間の長さ,0.52574646
シナリオの重要度,0.6055383
参加人数の多さ,0.62643856
ハードウェア普及度,0.5534388
