Rating,Score
RPG性,0.64295954
アクション性,0.5574548
パズル性,0.54583263
報酬の程度,0.5064342
グラフィックのリアル性,0.620568
音響効果,0.5657708
世界観の仮想・現実性,0.6796628
キャラクターの知名度,0.67420876
文化の異質・同質感,0.601485
操作のリアクション,0.62550163
遂行時間の長さ,0.85745406
シナリオの重要度,0.5717993
参加人数の多さ,0.59247977
ハードウェア普及度,0.60671246
