recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck
210466445,"{'steamid': '76561199235068230', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 14662, 'playtime_last_two_weeks': 1367, 'playtime_at_review': 13433, 'last_played': 1765089981}",japanese,"ゴミみてえな警察官に絡まれたときとかにやるとマジ快感
",1764076367,1764076367,True,0,0,0.5,0,True,False,False,False
209273802,"{'steamid': '76561199386823481', 'num_games_owned': 0, 'num_reviews': 32, 'playtime_forever': 1257, 'playtime_last_two_weeks': 396, 'playtime_at_review': 287, 'last_played': 1764925110}",japanese,"[h1]街の暴徒シミュレーター[/h1]
まだ始めたばかりですが、すごく面白いです！街が作りこまれていて、画質が映像のようにきれいで、家族の日常のようなシーンまである!!まるで本当にそこで生活している気分になれます！また、現実ではできないようなこともできちゃいます！走っている車を奪ったりなど",1763207708,1763207708,True,0,0,0.5,0,True,False,False,False
212602381,"{'steamid': '76561199259473978', 'num_games_owned': 17, 'num_reviews': 4, 'playtime_forever': 1572, 'playtime_last_two_weeks': 695, 'playtime_at_review': 1408, 'last_played': 1764935838}",japanese,good,1764926010,1764926010,True,0,0,0.5,0,True,False,False,False
208792042,"{'steamid': '76561199871518601', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 2376, 'playtime_last_two_weeks': 44, 'playtime_at_review': 512, 'last_played': 1765268822}",japanese,"cok eılencelı
",1762683178,1762683178,True,0,0,0.5,0,True,True,False,False
212539968,"{'steamid': '76561198065772304', 'num_games_owned': 0, 'num_reviews': 117, 'playtime_forever': 12260, 'playtime_last_two_weeks': 0, 'playtime_at_review': 12260, 'last_played': 1735643146}",japanese,👍,1764850511,1764850511,True,0,0,0.5,0,True,False,False,False
210449445,"{'steamid': '76561199241093795', 'num_games_owned': 7, 'num_reviews': 1, 'playtime_forever': 11535, 'playtime_last_two_weeks': 0, 'playtime_at_review': 11535, 'last_played': 1734960419}",japanese,好评如潮,1764073880,1764073880,True,0,0,0.5,0,True,True,False,False
209260769,"{'steamid': '76561198098466510', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 97908, 'playtime_last_two_weeks': 4, 'playtime_at_review': 97440, 'last_played': 1764993570}",japanese,121,1763194479,1763194670,True,0,0,0.5,0,True,False,False,False
211735808,"{'steamid': '76561199812387682', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 593, 'playtime_last_two_weeks': 0, 'playtime_at_review': 593, 'last_played': 1752839463}",japanese,a,1764448792,1764448792,True,0,0,0.5,0,True,False,False,False
